A,0.19353893419921833
AA,0.07616081357354336
AAC,-0.0006907332575744792
AACG,0.20647170082430932
AACIU,0.0011514824510844661
AADI,0.2417448479248642
AAIC,-0.10051433054153265
AAIN,0.0031756379610297833
AAL,0.012087112770374367
AAMC,0.0002004412336589582
AAME,0.05331741469307779
AAN,0.0015195915138305576
AAOI,-0.06575791401061071
AAON,0.23057373785488208
AAP,0.12551884974462704
AAPL,0.33980250315048005
AAQC,-0.0001159246359507445
AAT,0.055460694181051595
AATC,0.07821591857824339
AAU,-0.15750067390580005
AAWW,0.09445290279634744
AB,0.23739774209426354
ABB,0.10470562855943721
ABBV,0.1501902415022319
ABC,0.14641366814878168
ABCB,0.12757023602819526
ABCL,-0.12508365011603753
ABCM,0.01832129819071297
ABEO,-0.31505079394032515
ABEV,0.0027087171735644677
ABG,0.22121698878101337
ABGI,-0.006169011339663115
ABIO,-0.41783481957840185
ABM,0.08662483757697419
ABMD,0.2630601768241323
ABNB,0.02042632888983705
ABOS,-0.03670806092187854
ABR,0.22554986963872978
ABSI,-0.024879605195588555
ABST,0.1415554102502675
ABT,0.206282253492125
ABTX,0.05864709389189785
ABUS,0.04012308687498097
ABVC,-0.3698687092707707
AC,0.02115122070017768
ACA,0.07683380219391411
ACAD,0.12161565384616276
ACAH,-0.0015287343970745715
ACAHU,0.00022761694154005419
ACAHW,0.0
ACB,-0.05852535166833946
ACBAU,0.004536630810159832
ACBAW,0.0
ACBI,0.08158830997735793
ACC,0.0725808988670494
ACCD,0.6935553396805864
ACCO,-0.007618830805965408
ACEL,0.03244912459741641
ACER,-0.29150402038654916
ACET,-0.2398140140940036
ACEV,0.0022978017599025367
ACEVU,0.004596042951486338
ACEVW,0.0
ACGL,0.12549398035436762
ACGLN,0.005438910498691237
ACGLO,0.03110877557405319
ACH,0.04732594332333384
ACHC,0.11889065800438862
ACHL,-0.08892789395892102
ACHR,-0.046294334020098304
ACHV,-0.5076682818840434
ACI,0.10211597181934155
ACII,-0.0026324558093456054
ACIU,-0.06621027445171553
ACIW,0.0929396413642225
ACKIT,-0.001564681466278084
ACKIU,0.002776273026079338
ACKIW,0.0
ACLS,0.2089941391505171
ACM,0.12547534308896865
ACMR,0.4255061853346605
ACN,0.21517864852940707
ACNB,0.07078260506319818
ACOR,-0.28519304926353795
ACP,0.07632337218314993
ACQR,-0.0003473869632621233
ACQRU,-0.0006817416187419045
ACQRW,0.0
ACR,-0.06540932295209197
ACRE,0.07848823413758454
ACRO,-0.00035026101325334275
ACRS,0.0018620973749753726
ACRX,-0.12252617308038234
ACST,-0.2594916674150028
ACT,0.015005591227128448
ACTD,-0.00023149826256319006
ACTDU,-0.00011327070452068118
ACTDW,0.0
ACTG,-0.04269814166959707
ACU,0.14253819202535442
ACV,0.13669332928234393
ACVA,-0.04764520066744774
ACXP,-0.03999483829473072
ACY,0.2262022278317517
ADAG,-0.10374432942334504
ADALU,0.0003378779292268301
ADAP,-0.02950964033258796
ADBE,0.34189896237954875
ADC,0.1442835066341873
ADCT,0.0005654672619549069
ADER,-0.00022914696648660785
ADERU,-0.003152271314637578
ADERW,0.0
ADES,0.025518018249541956
ADEX,-0.0002324478509607708
ADF,0.00518712904526919
ADGI,0.046551401429582695
ADI,0.19881691201888407
ADIL,-0.025545057150711575
ADILW,0.0
ADM,0.09722746877270816
ADMA,-0.147721848114291
ADMP,-0.1736764331148344
ADMS,-0.057588330970082056
ADN,0.0005835218473952963
ADNT,0.0013661993028996438
ADNWW,0.0
ADOC,0.0021404350811110215
ADOCR,0.0
ADOCW,0.0
ADP,0.18789509777539223
ADPT,-0.01568407403658678
ADRA,0.0010420831772281296
ADS,-0.02411934765050398
ADSK,0.25308279679152834
ADT,-0.019640848771677377
ADTN,0.011433034713656753
ADTX,-0.10634486897383222
ADUS,0.26423761393768425
ADV,-0.018444226154569015
ADVM,-0.12028428147362835
ADVWW,0.0
ADX,0.14861664260850885
ADXN,-0.03908033987237355
ADXS,-0.4666131176425962
AE,0.048888682510652925
AEAC,-0.0005812719221057009
AEACU,-0.0036526400847343896
AEACW,0.0
AEAEU,0.00011272450231625264
AEE,0.11835329063038354
AEF,0.0678200722755334
AEFC,0.013374783944910243
AEG,0.04552699603975182
AEHL,-0.18690158642001334
AEHR,0.30697452356505034
AEI,-0.11397899473315216
AEIS,0.17779826840993782
AEL,0.12179253847362974
AEM,0.040164719252926716
AEMD,-0.32104477988633745
AENZ,-0.18245640653281728
AEO,0.13712710388948443
AEP,0.09800449011518901
AEPPL,0.010203085062908013
AEPPZ,0.0077935954734345
AER,0.10835190722763488
AERI,-0.05748875970334307
AES,0.116896227708097
AESC,0.004572568300765134
AESE,-0.16615914310356258
AEVA,-0.0179628885342696
AEY,-0.008968048621292302
AEYE,0.044818546182467243
AEZS,-0.37221592677854565
AFAQ,-0.0013836612794773846
AFAQU,0.0012622448957303838
AFAQW,0.0
AFB,0.05606914398538776
AFBI,0.009067094453296676
AFCG,0.003395977012180381
AFG,0.1844730053738448
AFGB,0.0284854177454618
AFGC,0.010601941427761904
AFGD,0.018071463641571972
AFGE,0.004868402508665308
AFI,-0.15436814991510897
AFIB,-0.1194688271304682
AFIN,-0.024158813967180153
AFINO,0.014666277812728298
AFINP,0.03272643497383809
AFL,0.12393997919651494
AFMD,0.10713628417025123
AFRM,0.06056583155706837
AFT,0.05795424145337632
AFTR,-0.00017528638981541741
AFYA,-0.03846363332844508
AG,0.03406099896120318
AGAC,0.0025856719369278616
AGBA,0.011407301502470713
AGBAR,0.0
AGBAW,0.0
